Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
[s]Ronin::HostName,with_ips,Arg,ips,Array<:import>,(Array<String> or String),T,Constraints,"def self.with_ips(ips)
      all('ip_addresses.address' => ips)
    end"
[s]Ronin::HostName,with_ips,Ret,"",Array<URL>,Array<HostName>,P,Twin,"def self.with_ips(ips)
      all('ip_addresses.address' => ips)
    end"
[s]Ronin::HostName,with_ports,Arg,numbers,Array<:import>,(Array<Number> or Number),T,Constraints,"def self.with_ports(numbers)
      all('ports.number' => numbers)
    end"
[s]Ronin::HostName,with_ports,Ret,"",Array<URL>,Array<HostName>,P,Twin,"def self.with_ports(numbers)
      all('ports.number' => numbers)
    end"
[s]Ronin::HostName,tld,Arg,name,String,String,E,Twin,"def self.tld(name)
      all(:address.like => ""%.#{name}"")
    end"
[s]Ronin::HostName,tld,Ret,"",Array<URL>,Array<HostName>,P,Twin,"def self.tld(name)
      all(:address.like => ""%.#{name}"")
    end"
[s]Ronin::HostName,domain,Arg,name,String,String,E,Twin,"def self.domain(name)
      all(:address.like => ""#{name}.%"") |
      all(:address.like => ""%.#{name}.%"")
    end"
[s]Ronin::HostName,domain,Ret,"",Array<URL>,Array<HostName>,P,Twin,"def self.domain(name)
      all(:address.like => ""#{name}.%"") |
      all(:address.like => ""%.#{name}.%"")
    end"
[s]Ronin::HostName,lookup,Arg,addr,String,(IPAddr or String),T,Twin,"def self.lookup(addr,nameserver=nil)
      addr = addr.to_s
      ip = IPAddress.first_or_new(:address => addr)

      resolver = Resolv.resolver(nameserver)
      hosts = begin
                resolver.getnames(addr)
              rescue
                []
              end

      hosts.map! do |name|
        HostName.first_or_create(
          :address => name,
          :ip_addresses => [ip]
        )
      end

      return hosts
    end"
[s]Ronin::HostName,lookup,Arg,nameserver,"?Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",String,T,Constraints,"def self.lookup(addr,nameserver=nil)
      addr = addr.to_s
      ip = IPAddress.first_or_new(:address => addr)

      resolver = Resolv.resolver(nameserver)
      hosts = begin
                resolver.getnames(addr)
              rescue
                []
              end

      hosts.map! do |name|
        HostName.first_or_create(
          :address => name,
          :ip_addresses => [ip]
        )
      end

      return hosts
    end"
[s]Ronin::HostName,lookup,Ret,"",Array<{ [s]Ronin::HostName#lookup array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe669639b90> }>,Array<HostName>,P,Constraints,"def self.lookup(addr,nameserver=nil)
      addr = addr.to_s
      ip = IPAddress.first_or_new(:address => addr)

      resolver = Resolv.resolver(nameserver)
      hosts = begin
                resolver.getnames(addr)
              rescue
                []
              end

      hosts.map! do |name|
        HostName.first_or_create(
          :address => name,
          :ip_addresses => [ip]
        )
      end

      return hosts
    end"
Ronin::HostName,lookup!,Arg,nameserver,"?Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",String,T,Constraints,"def lookup!(nameserver=nil)
      resolver = Resolv.resolver(nameserver)
      ips = begin
              resolver.getaddresses(self.address)
            rescue
              []
            end

      ips.map! do |addr|
        IPAddress.first_or_create(
          :address => addr,
          :host_names => [self]
        )
      end

      return ips
    end"
Ronin::HostName,lookup!,Ret,"",Array<{ Ronin::HostName#lookup! array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe669679e20> }>,Array<IPAddress>,P,Constraints,"def lookup!(nameserver=nil)
      resolver = Resolv.resolver(nameserver)
      ips = begin
              resolver.getaddresses(self.address)
            rescue
              []
            end

      ips.map! do |addr|
        IPAddress.first_or_create(
          :address => addr,
          :host_names => [self]
        )
      end

      return ips
    end"
Ronin::HostName,recent_ip_address,Ret,"",Array<URL>,IpAddress,T,Twin,"def recent_ip_address
      self.host_name_ip_addresses.all(
        :order => [:created_at.desc]
      ).ip_addresses.first
    end"
Ronin::HostName,last_scanned_at,Ret,"",String,Time,T,Twin,"def last_scanned_at
      last_scanned_url = self.urls.first(
        :order => [:last_scanned_at.desc]
      )

      return last_scanned_url.last_scanned_at if last_scanned_url
    end"
[s]Ronin::Installation,gems,Ret,"",{ [s]Ronin::Installation#gems ret: ret },"Hash<String, Gem::Specification>",N,,"def self.gems
      load! if @gems.empty?
      return @gems
    end"
[s]Ronin::Installation,paths,Ret,"",Array<String>,Set<String>,T,Constraints,"def self.paths
      load! if @paths.empty?
      return @paths
    end"
[s]Ronin::Installation,libraries,Ret,"",Array<URL>,Array<String>,P,Twin,"def self.libraries
      gems.keys
    end"
[s]Ronin::Installation,each_file,Arg,pattern,(Array<String> or File or [ to_str: () -> String ]),String,T,Constraints,"def self.each_file(pattern)
      return enum_for(__method__,pattern) unless block_given?

      # query the installed gems
      paths.each do |gem_path|
        slice_index = gem_path.length + 1

        Dir.glob(File.join(gem_path,pattern)) do |path|
          yield path[slice_index..-1]
        end
      end

      return nil
    end"
[s]Ronin::Installation,each_file,Ret,"",Enumerator<%any>,Enumerator,P,Constraints,"def self.each_file(pattern)
      return enum_for(__method__,pattern) unless block_given?

      # query the installed gems
      paths.each do |gem_path|
        slice_index = gem_path.length + 1

        Dir.glob(File.join(gem_path,pattern)) do |path|
          yield path[slice_index..-1]
        end
      end

      return nil
    end"
[s]Ronin::Installation,each_file_in,Arg,directory,String,String,E,Twin,"def self.each_file_in(directory,ext=nil)
      return enum_for(__method__,directory,ext) unless block_given?

      directory = File.join(directory,File::SEPARATOR)

      pattern = File.join(directory,'**','*')
      pattern << "".#{ext}"" if ext

      each_file(pattern) do |path|
        yield path.sub(directory,'')
      end
    end"
[s]Ronin::Installation,each_file_in,Arg,ext,?String,(String or Symbol),E,Constraints,"def self.each_file_in(directory,ext=nil)
      return enum_for(__method__,directory,ext) unless block_given?

      directory = File.join(directory,File::SEPARATOR)

      pattern = File.join(directory,'**','*')
      pattern << "".#{ext}"" if ext

      each_file(pattern) do |path|
        yield path.sub(directory,'')
      end
    end"
[s]Ronin::Installation,each_file_in,Ret,"",Enumerator<%any>,Enumerator,P,Constraints,"def self.each_file_in(directory,ext=nil)
      return enum_for(__method__,directory,ext) unless block_given?

      directory = File.join(directory,File::SEPARATOR)

      pattern = File.join(directory,'**','*')
      pattern << "".#{ext}"" if ext

      each_file(pattern) do |path|
        yield path.sub(directory,'')
      end
    end"
[s]Ronin::Installation,load_gems!,Ret,"",(false or true),(false or true),E,Constraints,"def self.load_gems!
      register_gem = lambda { |gem|
        @gems[gem.name] = gem
        @paths << gem.full_gem_path
      }

      ronin_gem = Gem.loaded_specs['ronin']

      # add the main ronin gem
      register_gem[ronin_gem]

      # add any dependent gems
      ronin_gem.dependent_gems.each do |gems|
        register_gem[gems[0]]
      end

      return true
    end"
[s]Ronin::Installation,load_gemspecs!,Ret,"",(false or true),(false or true),E,Constraints,"def self.load_gemspecs!
      $LOAD_PATH.each do |lib_dir|
        root_dir = File.expand_path(File.join(lib_dir,'..'))
        gemspec_path = Dir[File.join(root_dir,'ronin*.gemspec')][0]

        if gemspec_path
          # switch into the gem directory, before loading the gemspec
          gem = RDL.type_cast(Dir.chdir(root_dir) do
            Gem::Specification.load(gemspec_path)
          end, ""Gem::Specification"")

          # do not add duplicate ronin gems
          unless @gems.has_key?(gem.name)
            @gems[gem.name] = gem
            @paths << root_dir
          end
        end
      end

      return true
    end"
[s]Ronin::Installation,load!,Ret,"",(false or true),(false or true),E,Constraints,"def self.load!
      if Gem.loaded_specs.has_key?('ronin') then load_gems!
      else                                       load_gemspecs!
      end
    end"
[s]Ronin::IPAddress,extract,Arg,text,String,String,E,Twin,"def self.extract(text,version=nil)
      return enum_for(__method__,text,version).to_a unless block_given?

      IPAddr.extract(text,version) do |ip|
        yield parse(ip)
      end

      return nil
    end"
[s]Ronin::IPAddress,extract,Arg,version,?String,(Number or Symbol),T,Constraints,"def self.extract(text,version=nil)
      return enum_for(__method__,text,version).to_a unless block_given?

      IPAddr.extract(text,version) do |ip|
        yield parse(ip)
      end

      return nil
    end"
[s]Ronin::IPAddress,v4,Ret,"",Array<URL>,Array<IPAddress>,P,Twin,"def self.v4
      all(:version => 4)
    end"
[s]Ronin::IPAddress,v6,Ret,"",Array<URL>,Array<IPAddress>,P,Twin,"def self.v6
      all(:version => 6)
    end"
[s]Ronin::IPAddress,with_macs,Arg,macs,"Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",(Array<String> or String),T,Twin,"def self.with_macs(macs)
      all('mac_addresses.address' => macs)
    end"
[s]Ronin::IPAddress,with_macs,Ret,"",Array<URL>,Array<IPAddress>,P,Twin,"def self.with_macs(macs)
      all('mac_addresses.address' => macs)
    end"
[s]Ronin::IPAddress,with_hosts,Arg,names,Array<:import>,(Array<String> or String),T,Constraints,"def self.with_hosts(names)
      all('host_names.address' => names)
    end"
[s]Ronin::IPAddress,with_hosts,Ret,"",Array<URL>,Array<IPAddress>,P,Twin,"def self.with_hosts(names)
      all('host_names.address' => names)
    end"
[s]Ronin::IPAddress,with_ports,Arg,numbers,Array<:import>,(Array<Number> or Number),T,Constraints,"def self.with_ports(numbers)
      all('ports.number' => numbers)
    end"
[s]Ronin::IPAddress,with_ports,Ret,"",Array<URL>,Array<IPAddress>,P,Twin,"def self.with_ports(numbers)
      all('ports.number' => numbers)
    end"
[s]Ronin::IPAddress,lookup,Arg,name,String,String,E,Twin,"def self.lookup(name,nameserver=nil)
      host = HostName.first_or_new(:address => name)
      resolver = Resolv.resolver(nameserver)

      ips = begin
              resolver.getaddresses(name)
            rescue
              []
            end
        
      ips.map! do |addr|
        IPAddress.first_or_create(
          :address => addr,
          :host_names => [host]
        )
      end

      return ips
    end"
[s]Ronin::IPAddress,lookup,Arg,nameserver,"?Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",String,T,Constraints,"def self.lookup(name,nameserver=nil)
      host = HostName.first_or_new(:address => name)
      resolver = Resolv.resolver(nameserver)

      ips = begin
              resolver.getaddresses(name)
            rescue
              []
            end
        
      ips.map! do |addr|
        IPAddress.first_or_create(
          :address => addr,
          :host_names => [host]
        )
      end

      return ips
    end"
[s]Ronin::IPAddress,lookup,Ret,"",Array<{ [s]Ronin::IPAddress#lookup array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe66f4576f0> }>,Array<IPAddress>,P,Constraints,"def self.lookup(name,nameserver=nil)
      host = HostName.first_or_new(:address => name)
      resolver = Resolv.resolver(nameserver)

      ips = begin
              resolver.getaddresses(name)
            rescue
              []
            end
        
      ips.map! do |addr|
        IPAddress.first_or_create(
          :address => addr,
          :host_names => [host]
        )
      end

      return ips
    end"
Ronin::IPAddress,lookup!,Arg,nameserver,"?Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",String,T,Constraints,"def lookup!(nameserver=nil)
      resolver = Resolv.resolver(nameserver)
      hosts = begin
                resolver.getnames(self.address.to_s)
              rescue
                []
              end

      hosts.map! do |name|
        HostName.first_or_create(
          :address => name,
          :ip_addresses => [self]
        )
      end

      return hosts
    end"
Ronin::IPAddress,lookup!,Ret,"",Array<{ Ronin::IPAddress#lookup! array_param: array_param_#<Parser::Source::Map::Collection:0x00007fe66f4652c8> }>,Array<HostName>,P,Constraints,"def lookup!(nameserver=nil)
      resolver = Resolv.resolver(nameserver)
      hosts = begin
                resolver.getnames(self.address.to_s)
              rescue
                []
              end

      hosts.map! do |name|
        HostName.first_or_create(
          :address => name,
          :ip_addresses => [self]
        )
      end

      return hosts
    end"
Ronin::IPAddress,recent_mac_address,Ret,"",Array<URL>,MacAddress,T,Twin,"def recent_mac_address
      self.ip_address_mac_addresses.all(
        :order => [:created_at.desc]
      ).mac_addresses.first
    end"
Ronin::IPAddress,recent_host_name,Ret,"",Array<URL>,HostName,T,Twin,"def recent_host_name
      self.host_name_ip_addresses.all(
        :order => [:created_at.desc]
      ).host_names.first
    end"
Ronin::IPAddress,recent_os_guess,Ret,"",Array<URL>,OS,T,Twin,"def recent_os_guess
      self.os_guesses.all(:order => [:created_at.desc]).oses.first
    end"
Ronin::IPAddress,last_scanned_at,Ret,"",String,Time,T,Twin,"def last_scanned_at
      last_scanned_port = self.open_ports.first(
        :order => [:last_scanned_at.desc]
      )

      return last_scanned_port.last_scanned_at if last_scanned_port
    end"
Ronin::IPAddress,to_ip,Ret,"",String,IPAddr,T,Twin,"def to_ip
      self.address
    end"
Ronin::IPAddress,to_i,Ret,"",Number,Number,E,Constraints,"def to_i
      self.address.to_i
    end"
[s]Ronin::MACAddress,extract,Arg,text,String,String,E,Twin,"def self.extract(text)
      return enum_for(__method__,text).to_a unless block_given?

      scanner = StringScanner.new(text)

      while scanner.skip_until(Regexp::MAC)
        yield parse(scanner.matched)
      end

      return nil
    end"
[s]Ronin::MACAddress,extract,Ret,"",Array<%any>,Array<MACAddress>,P,Constraints,"def self.extract(text)
      return enum_for(__method__,text).to_a unless block_given?

      scanner = StringScanner.new(text)

      while scanner.skip_until(Regexp::MAC)
        yield parse(scanner.matched)
      end

      return nil
    end"
Ronin::MACAddress,recent_ip_address,Ret,"",Array<URL>,IpAddress,T,Twin,"def recent_ip_address
      self.ip_address_mac_addresses.all(
        :order => [:created_at.desc]
      ).ip_addresses.first
    end"
Ronin::MACAddress,to_i,Ret,"","Hash<:import, { flag: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret }, usage: { { [s]Ronin::UI::CLI::Command#option arg: options }#[] call_ret: ret } }>",Number,T,Twin,"def to_i
      self.address.split(':').inject(0) do |bits,char|
        bits = ((bits << 8) | char.hex)
      end
    end"
Ronin::OpenPort,address,Ret,"",String,String,E,Twin,"def address
      self.ip_address.address
    end"
Ronin::OpenPort,number,Ret,"",String,Number,T,Twin,"def number
      self.port.number
    end"
Ronin::OpenPort,to_i,Ret,"",Number,Number,E,Constraints,"def to_i
      self.port.to_i
    end"
Ronin::OpenPort,to_s,Ret,"",String,String,E,Constraints,"def to_s
      if self.service then ""#{self.port} (#{self.service})""
      else                 ""#{self.port}""
      end
    end"
Ronin::OS,recent_ip_address,Ret,"",String,IPAddress,T,Twin,"def recent_ip_address
      relation = self.os_guesses.first(:order => [:created_at.desc])

      if relation
        return relation.ip_address
      end
    end"
Ronin::OS,to_s,Ret,"",String,String,E,Constraints,"def to_s
      if self.version then ""#{self.name} #{self.version}""
      else                 super
      end
    end"
[s]Ronin::Password,parse,Arg,password,Array<:import>,[ to_s: () -> String ],T,Constraints,"def self.parse(password)
      first_or_new(:clear_text => password.to_s)
    end"
[s]Ronin::Password,parse,Ret,"",String,Password,T,Twin,"def self.parse(password)
      first_or_new(:clear_text => password.to_s)
    end"
Ronin::Password,digest,Arg,algorithm,String,(String or Symbol),E,Twin,"def digest(algorithm,options={})
      digest_class = begin
                       Digest.const_get(algorithm.to_s.upcase)
                     rescue LoadError
                       raise(ArgumentError,""Unknown Digest algorithm #{algorithm}"")
                     end

      hash = RDL.type_cast(digest_class, ""Class"").new

      if options[:prepend_salt]
        hash << options[:prepend_salt].to_s
      end

      hash << self.clear_text

      if options[:append_salt]
        hash << options[:append_salt].to_s
      end

      return hash.hexdigest
    end"
Ronin::Password,digest,Arg,options,?([ []: (:append_salt) -> { { Ronin::Password#digest arg: options }#[] call_ret: ret } ] and [ []: (:prepend_salt) -> { { Ronin::Password#digest arg: options }#[] call_ret: ret } ]),Hash,TS,Constraints,"def digest(algorithm,options={})
      digest_class = begin
                       Digest.const_get(algorithm.to_s.upcase)
                     rescue LoadError
                       raise(ArgumentError,""Unknown Digest algorithm #{algorithm}"")
                     end

      hash = RDL.type_cast(digest_class, ""Class"").new

      if options[:prepend_salt]
        hash << options[:prepend_salt].to_s
      end

      hash << self.clear_text

      if options[:append_salt]
        hash << options[:append_salt].to_s
      end

      return hash.hexdigest
    end"
Ronin::Password,digest,Ret,"",String,String,E,Twin,"def digest(algorithm,options={})
      digest_class = begin
                       Digest.const_get(algorithm.to_s.upcase)
                     rescue LoadError
                       raise(ArgumentError,""Unknown Digest algorithm #{algorithm}"")
                     end

      hash = RDL.type_cast(digest_class, ""Class"").new

      if options[:prepend_salt]
        hash << options[:prepend_salt].to_s
      end

      hash << self.clear_text

      if options[:append_salt]
        hash << options[:append_salt].to_s
      end

      return hash.hexdigest
    end"
Ronin::Password,count,Ret,"",String,Number,T,Twin,"def count
      self.credentials.count
    end"
Ronin::Password,to_s,Ret,"",String,String,E,Twin,"def to_s
      self.clear_text
    end"
Ronin::Password,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{self.clear_text}>""
    end"
[s]Ronin::Port,from,Arg,number,{ [s]Ronin::Port#from arg: number },(Number or String),N,,"def self.from(number)
      first_or_new(:number => number)
    end"
[s]Ronin::Port,from,Ret,"",String,Port,T,Twin,"def self.from(number)
      first_or_new(:number => number)
    end"
[s]Ronin::Port,parse,Arg,number,String,(Number or String),T,Twin,"def self.parse(number)
      from(number.to_i)
    end"
[s]Ronin::Port,parse,Ret,"",String,Port,T,Constraints,"def self.parse(number)
      from(number.to_i)
    end"
Ronin::Port,to_i,Ret,"",Number,Number,E,Constraints,"def to_i
      self.number.to_i
    end"
Ronin::Port,to_s,Ret,"",String,String,E,Constraints,"def to_s
      ""#{self.number}/#{self.protocol}""
    end"
Ronin::Port,inspect,Ret,"",String,String,E,Constraints,"def inspect
      ""#<#{self.class}: #{self}>""
    end"
[s]Ronin::Repository,find,Arg,name,String,String,E,Twin,"def Repository.find(name)
      name, domain = name.to_s.split('@',2)

      query = {:name => name}
      query[:domain] = domain if domain

      unless (repo = Repository.first(query))
        if domain
          raise(RepositoryNotFound,""Repository #{name.dump} from domain #{domain.dump} cannot be found"")
        else
          raise(RepositoryNotFound,""Repository #{name.dump} cannot be found"")
        end
      end

      return repo
    end"
[s]Ronin::Repository,find,Ret,"",{ [s]Ronin::Repository#find ret: ret },Repository,N,,"def Repository.find(name)
      name, domain = name.to_s.split('@',2)

      query = {:name => name}
      query[:domain] = domain if domain

      unless (repo = Repository.first(query))
        if domain
          raise(RepositoryNotFound,""Repository #{name.dump} from domain #{domain.dump} cannot be found"")
        else
          raise(RepositoryNotFound,""Repository #{name.dump} cannot be found"")
        end
      end

      return repo
    end"
[s]Ronin::Repository,add,Ret,"",Ronin::Repository,Repository,E,Constraints,"def Repository.add(options={})
      unless options.has_key?(:path)
        raise(ArgumentError,""the :path option was not given"")
      end

      path = Pathname.new(options[:path]).expand_path

      unless path.directory?
        raise(RepositoryNotFound,""Repository #{path} cannot be found"")
      end

      if Repository.count(:path => path) > 0
        raise(DuplicateRepository,""a Repository at the path #{path} was already added"")
      end

      # create the repository
      repo = Repository.new(options.merge(
        :path      => path,
        :installed => false,
        :domain    => LOCAL_DOMAIN
      ))

      if Repository.count(:name => repo.name, :domain => repo.domain) > 0
        raise(DuplicateRepository,""the Repository #{repo} already exists in the database"")
      end

      # save the repository
      if repo.save
        # cache any files from within the `cache/` directory of the
        # repository
        repo.cache_scripts!
      end

      return repo
    end"
